"","sp_name","time","ca_cohort_sum","ca_ha","cum_ca","ca_percent","oak_rate","LL_Rates_cm","groundwater_class","cum_avg_percentage"
"1","SEI",26,10000,1,10000,100,"mean","40 cm","dry",100
"2","SEI",31,10000,1,10000,100,"mean","40 cm","dry",100
"3","SEI",36,10000,1,10000,100,"mean","40 cm","dry",100
"4","SEI",41,10000,1,10000,100,"mean","40 cm","dry",100
"5","SEI",46,10000,1,10000,100,"mean","40 cm","dry",100
"6","SEI",51,10000,1,10000,100,"mean","40 cm","dry",100
"7","SEI",56,10000,1,10000,100,"mean","40 cm","dry",100
"8","SEI",61,10000,1,10000,100,"mean","40 cm","dry",100
"9","SEI",66,9684.74339408089,0.968474339408089,10000,96.8474339408089,"mean","40 cm","dry",99.6497148823121
"10","SEI",71,9297.74480363896,0.929774480363896,10000,92.9774480363896,"mean","40 cm","dry",98.9824881977198
"11","SEI",76,8927.29022994684,0.892729022994683,10000,89.2729022994683,"mean","40 cm","dry",98.0997985706061
"12","SEI",81,8571.10710152035,0.857110710152035,10000,85.7110710152035,"mean","40 cm","dry",97.0674046076559
"13","SEI",86,8227.39058286418,0.822739058286418,10000,82.2739058286418,"mean","40 cm","dry",95.9294431631163
"14","SEI",91,7893.13273695059,0.789313273695059,10000,78.9313273695059,"mean","40 cm","dry",94.7152920350013
"15","SEI",96,7567.22925692021,0.756722925692021,10000,75.6722925692021,"mean","40 cm","dry",93.4457587372813
"16","SEI",101,7248.86651317435,0.724886651317435,10000,72.4886651317435,"mean","40 cm","dry",92.1359403869352
"17","SEI",106,6936.9340226038,0.69369340226038,10000,69.369340226038,"mean","40 cm","dry",90.7967286127648
"18","SEI",111,6630.57479331645,0.663057479331645,10000,66.3057479331646,"mean","40 cm","dry",89.4361185750092
"19","SEI",116,6329.17160606908,0.632917160606908,10000,63.2917160606908,"mean","40 cm","dry",88.0600973900451
"20","SEI",121,6032.3318299788,0.60323318299788,10000,60.323318299788,"mean","40 cm","dry",86.6732584355322
"21","SEI",126,5739.87027766224,0.573987027766224,10000,57.3987027766224,"mean","40 cm","dry",85.2792319755842
"22","SEI",131,5451.78977430832,0.545178977430832,10000,54.5178977430832,"mean","40 cm","dry",83.8809895104705
"23","SEI",136,5167.58508049127,0.516758508049127,10000,51.6758508049127,"mean","40 cm","dry",82.4807660884897
"24","SEI",141,4888.94483153903,0.488894483153903,10000,48.8894483153903,"mean","40 cm","dry",81.0811278479439
"25","SEI",146,4614.68756221475,0.461468756221475,10000,46.1468756221475,"mean","40 cm","dry",79.6837577589121
"26","SEI",151,4347.18207060105,0.434718207060105,10000,43.4718207060105,"mean","40 cm","dry",78.2909909491851
"27","SEI",156,4085.08981464153,0.408508981464153,10000,40.8508981464153,"mean","40 cm","dry",76.9043208453788
"28","SEI",161,3830.9951578828,0.38309951578828,10000,38.309951578828,"mean","40 cm","dry",75.5259505144305
"29","SEI",166,3583.33860229793,0.358333860229793,10000,35.8333860229793,"mean","40 cm","dry",74.1572413940357
"30","SEI",171,3345.09594892081,0.334509594892081,10000,33.4509594892081,"mean","40 cm","dry",72.8003653305414
"31","SEI",176,3115.5911530259,0.31155911530259,10000,31.155911530259,"mean","40 cm","dry",71.4569958531129
"32","SEI",181,2895.31298395216,0.289531298395216,10000,28.9531298395216,"mean","40 cm","dry",70.1287500401882
"33","SEI",186,2684.67415225793,0.268467415225793,10000,26.8467415225793,"mean","40 cm","dry",68.8171740245031
"34","SEI",191,2484.00054543942,0.248400054543942,10000,24.8400054543942,"mean","40 cm","dry",67.5237278900881
"35","SEI",196,2292.03692541049,0.229203692541049,10000,22.9203692541049,"mean","40 cm","dry",66.2493462147743
"36","SEI",201,2108.79392682649,0.210879392682649,10000,21.087939268265,"mean","40 cm","dry",64.9948626884824
"37","SEI",206,1936.24408013034,0.193624408013034,10000,19.3624408013034,"mean","40 cm","dry",63.7615539888289
"38","SEI",211,1775.75297052767,0.177575297052767,10000,17.7575297052767,"mean","40 cm","dry",62.5509217708407
"39","SEI",216,1625.37752450154,0.162537752450154,10000,16.2537752450154,"mean","40 cm","dry",61.3638154496657
"40","SEI",221,1486.8532152129,0.14868532152129,10000,14.868532152129,"mean","40 cm","dry",60.2014333672273
"41","SEI",226,1357.99120871383,0.135799120871383,10000,13.5799120871383,"mean","40 cm","dry",59.0643230921031
"42","SEI",231,1238.45906782932,0.123845906782932,10000,12.3845906782932,"mean","40 cm","dry",57.9529008917743
"43","SEI",236,1127.87940227673,0.112787940227673,10000,11.2787940227673,"mean","40 cm","dry",56.8674565459835
"44","SEI",241,1025.84022758044,0.102584022758044,10000,10.2584022758044,"mean","40 cm","dry",55.8081598580249
"45","SEI",246,931.904766061851,0.0931904766061851,10000,9.31904766061851,"mean","40 cm","dry",54.7750684758603
"46","SEI",251,845.620451889128,0.0845620451889128,10000,8.45620451889128,"mean","40 cm","dry",53.7681366507088
"47","SEI",256,766.526984328717,0.0766526984328717,10000,7.66526984328717,"mean","40 cm","dry",52.7872245909764
"48","SEI",261,694.163345125635,0.0694163345125635,10000,6.94163345125635,"mean","40 cm","dry",51.8321081088989
"49","SEI",266,628.073755446743,0.0628073755446743,10000,6.28073755446743,"mean","40 cm","dry",50.9024883016656
"50","SEI",271,565.704325115901,0.0565704325115901,10000,5.65704325115901,"mean","40 cm","dry",49.9975794006555
"51","SEI",276,511.040105461914,0.0511040105461914,10000,5.11040105461914,"mean","40 cm","dry",49.1174386487724
"52","SEI",281,461.340875445943,0.0461340875445942,10000,4.61340875445942,"mean","40 cm","dry",48.2615919200356
"53","SEI",286,416.21287446798,0.041621287446798,10000,4.1621287446798,"mean","40 cm","dry",47.4295265771044
"54","SEI",291,373.105934767648,0.0373105934767648,10000,3.73105934767648,"mean","40 cm","dry",46.6202957024853
"55","SEI",296,336.2369294664,0.03362369294664,10000,3.362369294664,"mean","40 cm","dry",45.8337879496158
"56","SEI",301,302.866042935554,0.0302866042935554,10000,3.02866042935554,"mean","40 cm","dry",45.0694106724683
"57","SEI",306,268.212629154626,0.0268212629154626,10000,2.68212629154626,"mean","40 cm","dry",44.325774104382
"58","SEI",311,241.39577372639,0.024139577372639,10000,2.4139577372639,"mean","40 cm","dry",43.603156580811
"59","SEI",316,217.181297250194,0.0217181297250194,10000,2.17181297250194,"mean","40 cm","dry",42.9009304179583
"60","SEI",321,195.331319992176,0.0195331319992176,10000,1.95331319992176,"mean","40 cm","dry",42.218470130991
"61","SEI",326,175.626971422373,0.0175626971422373,10000,1.75626971422373,"mean","40 cm","dry",41.5551553700604
"62","SEI",331,157.867393314497,0.0157867393314497,10000,1.57867393314497,"mean","40 cm","dry",40.9103734114005
"63","SEI",336,134.816906561132,0.0134816906561132,10000,1.34816906561132,"mean","40 cm","dry",40.2824019138483
"64","SEI",341,121.129559284558,0.0121129559284558,10000,1.21129559284558,"mean","40 cm","dry",39.6719158775826
"65","SEI",346,108.809573367744,0.0108809573367744,10000,1.08809573367744,"mean","40 cm","dry",39.0783186445995
"66","SEI",351,97.724542777506,0.0097724542777506,10000,0.97724542777506,"mean","40 cm","dry",38.5010296564658
"67","SEI",356,87.7540913734308,0.00877540913734308,10000,0.877540913734308,"mean","40 cm","dry",37.9394850483653
"68","SEI",361,78.7889309528395,0.00787889309528395,10000,0.787889309528395,"mean","40 cm","dry",37.3931380522059
"69","SEI",366,68.2687541560007,0.00682687541560007,10000,0.682687541560007,"mean","40 cm","dry",36.8611025375589
"70","SEI",371,61.2786919362808,0.00612786919362808,10000,0.612786919362808,"mean","40 cm","dry",36.3432694572989
"71","SEI",376,50.0481071030527,0.00500481071030527,10000,0.500481071030527,"mean","40 cm","dry",35.8384414518585
"72","SEI",381,44.9143429215314,0.00449143429215314,10000,0.449143429215314,"mean","40 cm","dry",35.3469234237663
"73","SEI",386,40.3034349287233,0.00403034349287233,10000,0.403034349287233,"mean","40 cm","dry",34.8682400117871
"74","SEI",391,36.1628444882639,0.00361628444882639,10000,0.36162844488264,"mean","40 cm","dry",34.4019344500722
"75","SEI",396,32.4451767103854,0.00324451767103854,10000,0.324451767103854,"mean","40 cm","dry",33.9475680142993
"76","SEI",26,10000,1,10000,100,"mean","40 cm","intermediate",100
"77","SEI",31,10000,1,10000,100,"mean","40 cm","intermediate",100
"78","SEI",36,10000,1,10000,100,"mean","40 cm","intermediate",100
"79","SEI",41,10000,1,10000,100,"mean","40 cm","intermediate",100
"80","SEI",46,10000,1,10000,100,"mean","40 cm","intermediate",100
"81","SEI",51,10000,1,10000,100,"mean","40 cm","intermediate",100
"82","SEI",56,10000,1,10000,100,"mean","40 cm","intermediate",100
"83","SEI",61,10000,1,10000,100,"mean","40 cm","intermediate",100
"84","SEI",66,10000,1,10000,100,"mean","40 cm","intermediate",100
"85","SEI",71,9916.74692922155,0.991674692922155,10000,99.1674692922155,"mean","40 cm","intermediate",99.9167469292215
"86","SEI",76,9618.72088168966,0.961872088168966,10000,96.1872088168966,"mean","40 cm","intermediate",99.5776980099193
"87","SEI",81,9300.37715181814,0.930037715181814,10000,93.0037715181814,"mean","40 cm","intermediate",99.0298708022745
"88","SEI",86,8993.67635196944,0.899367635196944,10000,89.9367635196944,"mean","40 cm","intermediate",98.3304010113068
"89","SEI",91,8688.17877671692,0.868817877671692,10000,86.8817877671692,"mean","40 cm","intermediate",97.5126429224398
"90","SEI",96,8377.07801837887,0.837707801837887,10000,83.7707801837887,"mean","40 cm","intermediate",96.5965187398631
"91","SEI",101,8070.41291264697,0.807041291264697,10000,80.7041291264697,"mean","40 cm","intermediate",95.603244389026
"92","SEI",106,7769.74567660242,0.776974567660242,10000,77.6974567660242,"mean","40 cm","intermediate",94.5499627641435
"93","SEI",111,7474.1942517472,0.74741942517472,10000,74.741942517472,"mean","40 cm","intermediate",93.449517194884
"94","SEI",116,7183.05972256356,0.718305972256357,10000,71.8305972256357,"mean","40 cm","intermediate",92.3116793017657
"95","SEI",121,6895.81811387307,0.689581811387307,10000,68.9581811387307,"mean","40 cm","intermediate",91.1440043936139
"96","SEI",126,6612.11129050406,0.661211129050406,10000,66.1211129050406,"mean","40 cm","intermediate",89.9524381322533
"97","SEI",131,6331.73666791753,0.633173666791753,10000,63.3173666791753,"mean","40 cm","intermediate",88.7417530662043
"98","SEI",136,6054.63552183621,0.60546355218362,10000,60.546355218362,"mean","40 cm","intermediate",87.5158662032546
"99","SEI",141,5780.87978136783,0.578087978136783,10000,57.8087978136783,"mean","40 cm","intermediate",86.2780716870223
"100","SEI",146,5510.65729925596,0.551065729925597,10000,55.1065729925597,"mean","40 cm","intermediate",85.0312117392438
"101","SEI",151,5244.25570845348,0.524425570845348,10000,52.4425570845348,"mean","40 cm","intermediate",83.7778019448319
"102","SEI",156,4982.04508843709,0.498204508843709,10000,49.8204508843709,"mean","40 cm","intermediate",82.5201222759259
