"","sp_name","time","ca_cohort_sum","ca_ha","cum_ca","ca_percent","oak_rate","LL_Rates_cm","groundwater_class","cum_avg_percentage"
"1","SEI",26,10000,1,10000,100,"min","40 cm","intermediate",100
"2","SEI",31,10000,1,10000,100,"min","40 cm","intermediate",100
"3","SEI",36,10000,1,10000,100,"min","40 cm","intermediate",100
"4","SEI",41,10000,1,10000,100,"min","40 cm","intermediate",100
"5","SEI",46,10000,1,10000,100,"min","40 cm","intermediate",100
"6","SEI",51,10000,1,10000,100,"min","40 cm","intermediate",100
"7","SEI",56,9918.36145858418,0.991836145858418,10000,99.1836145858418,"min","40 cm","intermediate",99.8833735122631
"8","SEI",61,9662.57241226373,0.966257241226373,10000,96.6257241226374,"min","40 cm","intermediate",99.4761673385599
"9","SEI",66,9197.25241885734,0.919725241885734,10000,91.9725241885734,"min","40 cm","intermediate",98.6424292107836
"10","SEI",71,8639.62284775395,0.863962284775395,10000,86.3962284775395,"min","40 cm","intermediate",97.4178091374592
"11","SEI",76,8090.63927305602,0.809063927305602,10000,80.9063927305602,"min","40 cm","intermediate",95.9167712822866
"12","SEI",81,7567.2904169509,0.75672904169509,10000,75.672904169509,"min","40 cm","intermediate",94.2297823562218
"13","SEI",86,7064.03039030857,0.706403039030857,10000,70.6403039030857,"min","40 cm","intermediate",92.4152070905959
"14","SEI",91,6586.00248370988,0.658600248370988,10000,65.8600248370988,"min","40 cm","intermediate",90.5184083582033
"15","SEI",96,6137.28114405493,0.613728114405493,10000,61.3728114405493,"min","40 cm","intermediate",88.575368563693
"16","SEI",101,5716.74111942762,0.571674111942762,10000,57.1674111942762,"min","40 cm","intermediate",86.6123712281045
"17","SEI",106,5322.06266821296,0.532206266821296,10000,53.2206266821296,"min","40 cm","intermediate",84.6481509606942
"18","SEI",111,4951.22259552122,0.495122259552122,10000,49.5122259552122,"min","40 cm","intermediate",82.6961551270563
"19","SEI",116,4602.45796586185,0.460245796586185,10000,46.0245796586185,"min","40 cm","intermediate",80.7660722076648
"20","SEI",121,4274.23330490717,0.427423330490717,10000,42.7423330490717,"min","40 cm","intermediate",78.8648852497352
"21","SEI",126,3965.21083494433,0.396521083494433,10000,39.6521083494433,"min","40 cm","intermediate",76.9976101592451
"22","SEI",131,3674.22337827299,0.367422337827299,10000,36.7422337827299,"min","40 cm","intermediate",75.1678203239489
"23","SEI",136,3400.24964550627,0.340024964550627,10000,34.0024964550627,"min","40 cm","intermediate",73.3780236339974
"24","SEI",141,3142.39170030974,0.314239170030974,10000,31.4239170030974,"min","40 cm","intermediate",71.6299358577099
"25","SEI",146,2899.85445708517,0.289985445708517,10000,28.9985445708517,"min","40 cm","intermediate",69.9246802062355
"26","SEI",151,2671.92712188839,0.267192712188839,10000,26.7192712188839,"min","40 cm","intermediate",68.262933706722
"27","SEI",156,2457.96652804346,0.245796652804346,10000,24.5796652804346,"min","40 cm","intermediate",66.6450348761188
"28","SEI",161,2257.38234547883,0.225738234547883,10000,22.5738234547883,"min","40 cm","intermediate",65.0710630396427
"29","SEI",166,2069.62415642714,0.206962415642714,10000,20.6962415642714,"min","40 cm","intermediate",63.5408967818713
"30","SEI",171,1894.17039028647,0.189417039028647,10000,18.9417039028647,"min","40 cm","intermediate",62.0542570192377
"31","SEI",176,1730.51909852419,0.173051909852419,10000,17.3051909852419,"min","40 cm","intermediate",60.6107387600766
"32","SEI",181,1578.18052875272,0.157818052875272,10000,15.7818052875272,"min","40 cm","intermediate",59.2098345890594
"33","SEI",186,1436.67142844704,0.143667142844704,10000,14.3667142844704,"min","40 cm","intermediate",57.850952155587
"34","SEI",191,1305.5109765646,0.13055109765646,10000,13.055109765646,"min","40 cm","intermediate",56.5334273794123
"35","SEI",196,1184.21820903615,0.118421820903615,10000,11.8421820903615,"min","40 cm","intermediate",55.256534656868
"36","SEI",201,1072.31077495929,0.107231077495929,10000,10.7231077495929,"min","40 cm","intermediate",54.0194950205548
"37","SEI",206,969.304837053278,0.0969304837053278,10000,9.69304837053278,"min","40 cm","intermediate",52.8214829489325
"38","SEI",211,874.715914472604,0.0874715914472604,10000,8.74715914472604,"min","40 cm","intermediate",51.6616323225061
"39","SEI",216,786.572447763817,0.0786572447763817,10000,7.86572447763817,"min","40 cm","intermediate",50.5386603264838
